day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;3200;PEARLS;10002;2;9995;24;;;10005;24;;;;;10003.5;44.0
0;3200;BANANAS;4891;24;;;;;4898;24;;;;;4894.5;-11.296875
0;3300;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;48.0
0;3300;BANANAS;4891;25;;;;;4897;1;4898;24;;;4894.0;-3.0390625
0;3400;PEARLS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;50.0
0;3400;BANANAS;4892;10;4891;29;;;4897;2;4898;27;;;4894.5;-3.2265625
0;3500;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;50.0
0;3500;BANANAS;4894;4;4891;26;;;4896;10;4898;26;;;4895.0;-3.2421875
0;3600;PEARLS;9995;27;;;;;10002;8;10005;27;;;9998.5;50.0
0;3600;BANANAS;4891;27;;;;;4896;8;4898;27;;;4893.5;-0.84375
0;3700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;50.0
0;3700;BANANAS;4893;4;4892;25;;;4898;25;;;;;4895.5;-17.59375
0;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;50.0
0;3800;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;-22.7578125
0;3900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;50.0
0;3900;BANANAS;4892;26;;;;;4898;26;;;;;4895.0;-17.4375
0;4000;PEARLS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;50.0
0;4000;BANANAS;4891;30;;;;;4898;31;;;;;4894.5;-12.9609375
0;4100;PEARLS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;52.0
0;4100;BANANAS;4892;24;;;;;4897;4;4899;24;;;4894.5;-28.515625
0;4200;PEARLS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;52.0
0;4200;BANANAS;4893;1;4892;28;;;4899;29;;;;;4896.0;-33.3046875
0;4300;PEARLS;9995;26;;;;;10002;8;10005;26;;;9998.5;62.0
0;4300;BANANAS;4892;26;;;;;4897;8;4899;26;;;4894.5;-31.5859375
0;4400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;62.0
0;4400;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;-33.171875
0;4500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;62.0
0;4500;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-34.0078125
0;4600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;62.0
0;4600;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-32.296875
0;4700;PEARLS;9998;5;9995;26;;;10005;26;;;;;10001.5;62.0
0;4700;BANANAS;4893;5;4892;26;;;4899;26;;;;;4896.0;-31.1640625
0;4800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;62.0
0;4800;BANANAS;4898;1;4893;1;4892;22;4899;23;;;;;4898.5;-34.5546875
0;4900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;62.0
0;4900;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;-36.875
0;5000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;62.0
0;5000;BANANAS;4893;10;4892;30;;;4899;31;;;;;4896.0;-34.0859375
0;5100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;62.0
0;5100;BANANAS;4893;26;;;;;4899;26;;;;;4896.0;-38.46875
0;5200;PEARLS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;62.0
0;5200;BANANAS;4894;7;4893;25;;;4900;25;;;;;4897.0;-46.3515625
0;5300;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;-50.5
0;5300;PEARLS;9995;22;;;;;9998;12;10005;22;;;9996.5;62.0
0;5400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-69.546875
0;5400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;86.0
0;5500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;86.0
0;5500;BANANAS;4895;1;4894;28;;;4901;29;;;;;4898.0;-72.4609375
0;5600;PEARLS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;86.0
0;5600;BANANAS;4896;2;4895;25;;;4901;2;4902;23;;;4898.5;-82.046875
0;5700;BANANAS;4899;4;4895;31;;;4901;31;;;;;4900.0;-77.421875
0;5700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
0;5800;BANANAS;4894;30;;;;;4897;2;4901;30;;;4895.5;-70.84375
0;5800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;86.0
0;5900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;86.0
0;5900;BANANAS;4895;23;;;;;4901;23;;;;;4898.0;-75.734375
0;6000;PEARLS;9995;30;;;;;10002;10;10005;30;;;9998.5;86.0
0;6000;BANANAS;4894;30;;;;;4899;10;4901;30;;;4896.5;-73.21875
0;6100;BANANAS;4895;1;4894;24;;;4901;25;;;;;4898.0;-71.828125
0;6100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;86.0
0;6200;BANANAS;4900;1;4895;4;4894;29;4901;30;;;;;4900.5;-71.625
0;6200;PEARLS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;86.0
0;6300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;86.0
0;6300;BANANAS;4894;22;;;;;4897;3;4901;22;;;4895.5;-61.6484375
0;6400;PEARLS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;86.0
0;6400;BANANAS;4894;24;;;;;4897;2;4899;6;4901;24;4895.5;-62.3984375
0;6500;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-64.109375
0;6500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;86.0
0;6600;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-61.1484375
0;6600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;86.0
0;6700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
0;6700;BANANAS;4894;31;;;;;4900;1;4901;30;;;4897.0;-58.9921875
0;6800;PEARLS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;86.0
0;6800;BANANAS;4893;30;;;;;4899;2;4900;29;;;4896.0;-45.1875
0;6900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;86.0
0;6900;BANANAS;4893;29;;;;;4900;29;;;;;4896.5;-48.0234375
0;7000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
0;7000;BANANAS;4894;1;4893;30;;;4900;31;;;;;4897.0;-52.5234375
0;7100;PEARLS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;86.0
0;7100;BANANAS;4893;31;;;;;4898;7;4900;31;;;4895.5;-49.9921875
0;7200;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;96.0
0;7200;BANANAS;4893;23;;;;;4898;2;4899;1;4900;22;4895.5;-57.08984375
0;7300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;96.0
0;7300;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-60.876953125
0;7400;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;96.0
0;7400;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-64.79296875
0;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;98.0
0;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-67.08984375
0;7600;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;98.0
0;7600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;-68.015625
0;7700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;100.0
0;7700;BANANAS;4894;26;;;;;4899;5;4901;26;;;4896.5;-67.3203125
0;7800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;100.0
0;7800;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;-67.740234375
0;7900;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;100.0
0;7900;BANANAS;4895;24;;;;;4900;7;4901;2;4902;22;4897.5;-69.50390625
0;8000;PEARLS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;100.0
0;8000;BANANAS;4901;1;4896;30;;;4902;30;;;;;4901.5;-74.12109375
0;8100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;100.0
0;8100;BANANAS;4896;25;;;;;4902;25;;;;;4899.0;-72.36328125
0;8200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;100.0
0;8200;BANANAS;4899;4;4896;27;;;4903;27;;;;;4901.0;-76.072265625
0;8300;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;100.0
0;8300;BANANAS;4897;9;4896;28;;;4903;28;;;;;4900.0;-80.63671875
0;8400;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;100.0
0;8400;BANANAS;4898;5;4897;29;;;4904;29;;;;;4901.0;-83.375
0;8500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;100.0
0;8500;BANANAS;4901;3;4897;2;4896;25;4903;27;;;;;4902.0;-89.2734375
0;8600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;100.0
0;8600;BANANAS;4896;29;;;;;4903;29;;;;;4899.5;-76.5
0;8700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;100.0
0;8700;BANANAS;4901;1;4896;24;;;4903;24;;;;;4902.0;-79.484375
0;8800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;100.0
0;8800;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-72.3671875
0;8900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;100.0
0;8900;BANANAS;4896;26;;;;;4903;26;;;;;4899.5;-70.9375
0;9000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;100.0
0;9000;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;-65.296875
0;9100;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;100.0
0;9100;BANANAS;4896;22;;;;;4897;5;4903;22;;;4896.5;-76.65625
0;9200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;102.0
0;9200;BANANAS;4896;27;;;;;4903;27;;;;;4899.5;-64.890625
0;9300;PEARLS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;102.0
0;9300;BANANAS;4896;2;4895;29;;;4902;30;;;;;4899.0;-57.171875
0;9400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;124.0
0;9400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;-53.1875
0;9500;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;126.0
0;9500;BANANAS;4896;26;;;;;4902;2;4903;24;;;4899.0;-60.78125
0;9600;PEARLS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;128.0
0;9600;BANANAS;4896;21;;;;;4900;6;4902;21;;;4898.0;-59.3125
0;9700;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-61.3984375
0;9700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;128.0
0;9800;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;128.0
0;9800;BANANAS;4896;1;4895;26;;;4902;26;;;;;4899.0;-54.7109375
0;9900;BANANAS;4895;24;;;;;4896;9;4902;24;;;4895.5;-55.8515625
0;9900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;128.0
0;10000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;128.0
0;10000;BANANAS;4895;27;;;;;4902;27;;;;;4898.5;-29.81640625
0;10100;BANANAS;4895;21;;;;;4902;21;;;;;4898.5;-30.271484375
0;10100;PEARLS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;128.0
0;10200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;136.0
0;10200;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-28.111328125
0;10300;BANANAS;4895;25;;;;;4901;1;4902;24;;;4898.0;-28.30859375
0;10300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;136.0
0;10400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;136.0
0;10400;BANANAS;4895;25;;;;;4902;25;;;;;4898.5;-29.345703125
0;10500;BANANAS;4895;26;;;;;4901;26;;;;;4898.0;-27.119140625
0;10500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;136.0
0;10600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;136.0
0;10600;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-28.82421875
0;10700;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;-28.0703125
0;10700;PEARLS;9995;24;;;;;9998;3;10005;24;;;9996.5;136.0
0;10800;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;142.0
0;10800;BANANAS;4895;23;;;;;4900;1;4902;23;;;4897.5;-28.4921875
0;10900;BANANAS;4895;1;4894;22;;;4901;23;;;;;4898.0;-25.810546875
0;10900;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;142.0
0;11000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;142.0
0;11000;BANANAS;4894;27;;;;;4895;9;4900;1;4901;26;4894.5;-22.96875
0;11100;BANANAS;4894;31;;;;;4899;1;4900;1;4901;30;4896.5;-3.62109375
0;11100;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;142.0
0;11200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;142.0
0;11200;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-2.0859375
0;11300;PEARLS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;142.0
0;11300;BANANAS;4894;27;;;;;4899;2;4900;2;4901;25;4896.5;-3.7109375
0;11400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;142.0
0;11400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-3.140625
0;11500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;142.0
0;11500;BANANAS;4894;1;4893;28;;;4900;29;;;;;4897.0;-5.1875
0;11600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;142.0
0;11600;BANANAS;4893;2;4892;22;;;4899;24;;;;;4896.0;-8.310546875
0;11700;PEARLS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;142.0
0;11700;BANANAS;4893;22;;;;;4899;2;4900;20;;;4896.0;-7.234375
0;11800;PEARLS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;142.0
0;11800;BANANAS;4894;10;4893;22;;;4900;22;;;;;4897.0;-6.275390625
0;11900;PEARLS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;142.0
0;11900;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-5.90625
0;12000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;144.0
0;12000;BANANAS;4893;28;;;;;4900;28;;;;;4896.5;-6.060546875
0;12100;PEARLS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;144.0
0;12100;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-4.841796875
0;12200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;144.0
0;12200;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-4.97265625
0;12300;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;144.0
0;12300;BANANAS;4893;25;;;;;4898;3;4900;25;;;4895.5;-5.736328125
0;12400;PEARLS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;144.0
0;12400;BANANAS;4894;5;4893;29;;;4900;29;;;;;4897.0;-6.84375
0;12500;PEARLS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;146.0
0;12500;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-10.595703125
0;12600;PEARLS;10000;4;9995;26;;;10005;26;;;;;10002.5;146.0
0;12600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-10.927734375
0;12700;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;146.0
0;12700;BANANAS;4892;28;;;;;4897;1;4899;28;;;4894.5;-10.154296875
0;12800;PEARLS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;146.0
0;12800;BANANAS;4892;30;;;;;4896;9;4898;30;;;4894.0;-14.296875
0;12900;PEARLS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;146.0
0;12900;BANANAS;4892;23;;;;;4897;4;4898;2;4899;21;4894.5;-21.6328125
0;13000;PEARLS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;138.0
0;13000;BANANAS;4892;32;;;;;4897;2;4899;32;;;4894.5;-20.3359375
0;13100;PEARLS;9995;21;;;;;10000;2;10005;21;;;9997.5;134.0
0;13100;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-25.65625
0;13200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;134.0
0;13200;BANANAS;4897;1;4893;9;4892;31;4899;31;;;;;4898.0;-26.8359375
0;13300;PEARLS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;134.0
0;13300;BANANAS;4893;1;4892;22;;;4899;23;;;;;4896.0;-17.796875
0;13400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;134.0
0;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-5.328125
0;13500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;134.0
0;13500;BANANAS;4897;5;4893;25;;;4900;25;;;;;4898.5;-5.1953125
0;13600;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;134.0
0;13600;BANANAS;4893;26;;;;;4898;6;4899;2;4900;24;4895.5;-12.8515625
0;13700;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;134.0
0;13700;BANANAS;4897;2;4893;28;;;4899;28;;;;;4898.0;-14.875
0;13800;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;136.0
0;13800;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-13.5
0;13900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;136.0
0;13900;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-7.046875
0;14000;PEARLS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;136.0
0;14000;BANANAS;4894;30;;;;;4900;29;;;;;4897.0;4.1015625
0;14100;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;148.0
0;14100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;1.2890625
0;14200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;148.0
0;14200;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;2.6953125
0;14300;BANANAS;4898;2;4894;22;;;4900;22;;;;;4899.0;5.40625
0;14300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;148.0
0;14400;BANANAS;4894;22;;;;;4901;23;;;;;4897.5;14.875
0;14400;PEARLS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;148.0
0;14500;PEARLS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;156.0
0;14500;BANANAS;4893;29;;;;;4898;10;4900;29;;;4895.5;-0.75
0;14600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;156.0
0;14600;BANANAS;4893;28;;;;;4894;11;4900;28;;;4893.5;-1.1640625
0;14700;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;-3.5703125
0;14700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;156.0
0;14800;BANANAS;4894;1;4893;30;;;4896;4;4900;31;;;4895.0;2.890625
0;14800;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;156.0
0;14900;PEARLS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;158.0
0;14900;BANANAS;4893;26;;;;;4898;1;4900;26;;;4895.5;-2.0859375
0;15000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;158.0
0;15000;BANANAS;4893;27;;;;;4894;1;4900;27;;;4893.5;0.9609375
0;15100;BANANAS;4894;21;;;;;4900;1;4901;20;;;4897.0;13.921875
0;15100;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;158.0
0;15200;BANANAS;4894;2;4893;21;;;4898;1;4900;23;;;4896.0;7.9140625
0;15200;PEARLS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;160.0
0;15300;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;160.0
0;15300;BANANAS;4893;24;;;;;4898;7;4900;24;;;4895.5;-0.9296875
0;15400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;160.0
0;15400;BANANAS;4893;30;;;;;4899;30;;;;;4896.0;-9.78125
0;15500;BANANAS;4892;25;;;;;4899;25;;;;;4895.5;-10.7734375
0;15500;PEARLS;9995;25;;;;;9998;11;10005;25;;;9996.5;160.0
0;15600;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-20.359375
0;15600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;160.0
0;15700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;160.0
0;15700;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;-15.5859375
0;15800;PEARLS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;160.0
0;15800;BANANAS;4893;6;4892;28;;;4899;28;;;;;4896.0;-17.6953125
0;15900;PEARLS;9996;1;9995;20;;;10002;8;10004;1;10005;20;9999.0;160.0
