day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;3200;PEARLS;10002;2;9995;24;;;10005;24;;;;;10003.5;28.0
0;3200;BANANAS;4891;24;;;;;4898;24;;;;;4894.5;-39.296875
0;3300;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;28.0
0;3300;BANANAS;4891;25;;;;;4897;1;4898;24;;;4894.0;-31.0390625
0;3400;PEARLS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;28.0
0;3400;BANANAS;4892;10;4891;29;;;4897;2;4898;27;;;4894.5;-31.2265625
0;3500;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;28.0
0;3500;BANANAS;4894;4;4891;26;;;4896;10;4898;26;;;4895.0;-31.2421875
0;3600;PEARLS;9995;27;;;;;10002;8;10005;27;;;9998.5;28.0
0;3600;BANANAS;4891;27;;;;;4896;8;4898;27;;;4893.5;-28.84375
0;3700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;28.0
0;3700;BANANAS;4893;4;4892;25;;;4898;25;;;;;4895.5;-45.59375
0;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;28.0
0;3800;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;-50.7578125
0;3900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;28.0
0;3900;BANANAS;4892;26;;;;;4898;26;;;;;4895.0;-45.4375
0;4000;PEARLS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;28.0
0;4000;BANANAS;4891;30;;;;;4898;31;;;;;4894.5;-40.9609375
0;4100;PEARLS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;28.0
0;4100;BANANAS;4892;24;;;;;4897;4;4899;24;;;4894.5;-56.515625
0;4200;PEARLS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;28.0
0;4200;BANANAS;4893;1;4892;28;;;4899;29;;;;;4896.0;-61.3046875
0;4300;PEARLS;9995;26;;;;;10002;8;10005;26;;;9998.5;28.0
0;4300;BANANAS;4892;26;;;;;4897;8;4899;26;;;4894.5;-59.5859375
0;4400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;28.0
0;4400;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;-61.171875
0;4500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;28.0
0;4500;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-62.0078125
0;4600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;28.0
0;4600;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-60.296875
0;4700;PEARLS;9998;5;9995;26;;;10005;26;;;;;10001.5;28.0
0;4700;BANANAS;4893;5;4892;26;;;4899;26;;;;;4896.0;-59.1640625
0;4800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;28.0
0;4800;BANANAS;4898;1;4893;1;4892;22;4899;23;;;;;4898.5;-62.5546875
0;4900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;28.0
0;4900;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;-64.875
0;5000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;28.0
0;5000;BANANAS;4893;10;4892;30;;;4899;31;;;;;4896.0;-62.0859375
0;5100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;28.0
0;5100;BANANAS;4893;26;;;;;4899;26;;;;;4896.0;-66.46875
0;5200;PEARLS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;28.0
0;5200;BANANAS;4894;7;4893;25;;;4900;25;;;;;4897.0;-74.3515625
0;5300;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;-78.5
0;5300;PEARLS;9995;22;;;;;9998;12;10005;22;;;9996.5;28.0
0;5400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-97.546875
0;5400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;28.0
0;5500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;28.0
0;5500;BANANAS;4895;1;4894;28;;;4901;29;;;;;4898.0;-100.4609375
0;5600;PEARLS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;28.0
0;5600;BANANAS;4896;2;4895;25;;;4901;2;4902;23;;;4898.5;-110.046875
0;5700;BANANAS;4899;4;4895;31;;;4901;31;;;;;4900.0;-105.421875
0;5700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;28.0
0;5800;BANANAS;4894;30;;;;;4897;2;4901;30;;;4895.5;-98.84375
0;5800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;28.0
0;5900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;28.0
0;5900;BANANAS;4895;23;;;;;4901;23;;;;;4898.0;-105.703125
0;6000;PEARLS;9995;30;;;;;10002;10;10005;30;;;9998.5;28.0
0;6000;BANANAS;4894;30;;;;;4899;10;4901;30;;;4896.5;-102.9140625
0;6100;BANANAS;4895;1;4894;24;;;4901;25;;;;;4898.0;-101.359375
0;6100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;28.0
0;6200;BANANAS;4900;1;4895;4;4894;29;4901;30;;;;;4900.5;-101.140625
0;6200;PEARLS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;28.0
0;6300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;28.0
0;6300;BANANAS;4894;22;;;;;4897;3;4901;22;;;4895.5;-93.0
0;6400;PEARLS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;28.0
0;6400;BANANAS;4894;24;;;;;4897;2;4899;6;4901;24;4895.5;-95.25
0;6500;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-99.0078125
0;6500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;28.0
0;6600;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-94.78125
0;6600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;28.0
0;6700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;28.0
0;6700;BANANAS;4894;31;;;;;4900;1;4901;30;;;4897.0;-91.703125
0;6800;PEARLS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;28.0
0;6800;BANANAS;4893;30;;;;;4899;2;4900;29;;;4896.0;-71.984375
0;6900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;28.0
0;6900;BANANAS;4893;29;;;;;4900;29;;;;;4896.5;-76.03125
0;7000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;28.0
0;7000;BANANAS;4894;1;4893;30;;;4900;31;;;;;4897.0;-82.46875
0;7100;PEARLS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;28.0
0;7100;BANANAS;4893;31;;;;;4898;7;4900;31;;;4895.5;-78.84375
0;7200;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;28.0
0;7200;BANANAS;4893;23;;;;;4898;2;4899;1;4900;22;4895.5;-71.96875
0;7300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;28.0
0;7300;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-73.5078125
0;7400;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;28.0
0;7400;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;-89.171875
0;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;28.0
0;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-98.359375
0;7600;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;28.0
0;7600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;-102.0625
0;7700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;28.0
0;7700;BANANAS;4894;26;;;;;4899;5;4901;26;;;4896.5;-99.28125
0;7800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;28.0
0;7800;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;-100.9609375
0;7900;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;28.0
0;7900;BANANAS;4895;24;;;;;4900;7;4901;2;4902;22;4897.5;-108.015625
0;8000;PEARLS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;28.0
0;8000;BANANAS;4901;1;4896;30;;;4902;30;;;;;4901.5;-126.484375
0;8100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;28.0
0;8100;BANANAS;4896;25;;;;;4902;25;;;;;4899.0;-127.2109375
0;8200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
0;8200;BANANAS;4899;4;4896;27;;;4903;27;;;;;4901.0;-139.578125
0;8300;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;28.0
0;8300;BANANAS;4897;9;4896;28;;;4903;28;;;;;4900.0;-143.2734375
0;8400;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;28.0
0;8400;BANANAS;4898;5;4897;29;;;4904;29;;;;;4901.0;-148.75
0;8500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
0;8500;BANANAS;4901;3;4897;2;4896;25;4903;27;;;;;4902.0;-142.3671875
0;8600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;28.0
0;8600;BANANAS;4896;29;;;;;4903;29;;;;;4899.5;-132.109375
0;8700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;28.0
0;8700;BANANAS;4901;1;4896;24;;;4903;24;;;;;4902.0;-135.421875
0;8800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;28.0
0;8800;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-129.546875
0;8900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;28.0
0;8900;BANANAS;4896;26;;;;;4903;26;;;;;4899.5;-128.0390625
0;9000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;28.0
0;9000;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;-122.1015625
0;9100;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;28.0
0;9100;BANANAS;4896;22;;;;;4897;5;4903;22;;;4896.5;-134.0546875
0;9200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
0;9200;BANANAS;4896;27;;;;;4903;27;;;;;4899.5;-134.421875
0;9300;PEARLS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;28.0
0;9300;BANANAS;4896;2;4895;29;;;4902;30;;;;;4899.0;-123.3828125
0;9400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;28.0
0;9400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;-117.703125
0;9500;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;28.0
0;9500;BANANAS;4896;26;;;;;4902;2;4903;24;;;4899.0;-128.5390625
0;9600;PEARLS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;28.0
0;9600;BANANAS;4896;21;;;;;4900;6;4902;21;;;4898.0;-126.453125
0;9700;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;-129.4296875
0;9700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;28.0
0;9800;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;28.0
0;9800;BANANAS;4896;1;4895;26;;;4902;26;;;;;4899.0;-119.875
0;9900;BANANAS;4895;24;;;;;4896;9;4902;24;;;4895.5;-121.5
0;9900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;28.0
0;10000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;28.0
0;10000;BANANAS;4895;27;;;;;4902;27;;;;;4898.5;-117.265625
0;10100;BANANAS;4895;21;;;;;4902;21;;;;;4898.5;-119.0859375
0;10100;PEARLS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;28.0
0;10200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;28.0
0;10200;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-110.4453125
0;10300;BANANAS;4895;25;;;;;4901;1;4902;24;;;4898.0;-111.234375
0;10300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;28.0
0;10400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;28.0
0;10400;BANANAS;4895;25;;;;;4902;25;;;;;4898.5;-115.3828125
0;10500;BANANAS;4895;26;;;;;4901;26;;;;;4898.0;-106.4765625
0;10500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;28.0
0;10600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;28.0
0;10600;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;-113.296875
0;10700;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;-110.28125
0;10700;PEARLS;9995;24;;;;;9998;3;10005;24;;;9996.5;28.0
0;10800;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;28.0
0;10800;BANANAS;4895;23;;;;;4900;1;4902;23;;;4897.5;-111.96875
0;10900;BANANAS;4895;1;4894;22;;;4901;23;;;;;4898.0;-101.2421875
0;10900;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;28.0
0;11000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;28.0
0;11000;BANANAS;4894;27;;;;;4895;9;4900;1;4901;26;4894.5;-89.875
0;11100;BANANAS;4894;31;;;;;4899;1;4900;1;4901;30;4896.5;-87.890625
0;11100;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;28.0
0;11200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;28.0
0;11200;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-95.5703125
0;11300;PEARLS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;28.0
0;11300;BANANAS;4894;27;;;;;4899;2;4900;2;4901;25;4896.5;-87.4453125
0;11400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;28.0
0;11400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;-90.296875
0;11500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;28.0
0;11500;BANANAS;4894;1;4893;28;;;4900;29;;;;;4897.0;-80.0625
0;11600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;28.0
0;11600;BANANAS;4893;2;4892;22;;;4899;24;;;;;4896.0;-64.4453125
0;11700;PEARLS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;28.0
0;11700;BANANAS;4893;22;;;;;4899;2;4900;20;;;4896.0;-69.828125
0;11800;PEARLS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;28.0
0;11800;BANANAS;4894;10;4893;22;;;4900;22;;;;;4897.0;-74.625
0;11900;PEARLS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;28.0
0;11900;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-76.46875
0;12000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;28.0
0;12000;BANANAS;4893;28;;;;;4900;28;;;;;4896.5;-75.6953125
0;12100;PEARLS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;28.0
0;12100;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-81.7890625
0;12200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;28.0
0;12200;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;-81.140625
0;12300;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;28.0
0;12300;BANANAS;4893;25;;;;;4898;3;4900;25;;;4895.5;-77.3203125
0;12400;PEARLS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;28.0
0;12400;BANANAS;4894;5;4893;29;;;4900;29;;;;;4897.0;-71.78125
0;12500;PEARLS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;28.0
0;12500;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-53.0234375
0;12600;PEARLS;10000;4;9995;26;;;10005;26;;;;;10002.5;28.0
0;12600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-51.359375
0;12700;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;28.0
0;12700;BANANAS;4892;28;;;;;4897;1;4899;28;;;4894.5;-55.2265625
0;12800;PEARLS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;28.0
0;12800;BANANAS;4892;30;;;;;4896;9;4898;30;;;4894.0;-44.8125
0;12900;PEARLS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;28.0
0;12900;BANANAS;4892;23;;;;;4897;4;4898;2;4899;21;4894.5;-47.953125
0;13000;PEARLS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;28.0
0;13000;BANANAS;4892;32;;;;;4897;2;4899;32;;;4894.5;-57.84375
0;13100;PEARLS;9995;21;;;;;10000;2;10005;21;;;9997.5;28.0
0;13100;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;-55.34375
0;13200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;28.0
0;13200;BANANAS;4897;1;4893;9;4892;31;4899;31;;;;;4898.0;-54.1640625
0;13300;PEARLS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;28.0
0;13300;BANANAS;4893;1;4892;22;;;4899;23;;;;;4896.0;-63.203125
0;13400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;28.0
0;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-75.671875
0;13500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;28.0
0;13500;BANANAS;4897;5;4893;25;;;4900;25;;;;;4898.5;-75.8046875
0;13600;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;28.0
0;13600;BANANAS;4893;26;;;;;4898;6;4899;2;4900;24;4895.5;-68.1484375
0;13700;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;28.0
0;13700;BANANAS;4897;2;4893;28;;;4899;28;;;;;4898.0;-66.125
0;13800;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;28.0
0;13800;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;-67.5
0;13900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;28.0
0;13900;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-73.953125
0;14000;PEARLS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;28.0
0;14000;BANANAS;4894;30;;;;;4900;29;;;;;4897.0;-85.1015625
0;14100;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;28.0
0;14100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;-82.2890625
0;14200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;28.0
0;14200;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-83.6953125
0;14300;BANANAS;4898;2;4894;22;;;4900;22;;;;;4899.0;-86.40625
0;14300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;28.0
0;14400;BANANAS;4894;22;;;;;4901;23;;;;;4897.5;-94.75
0;14400;PEARLS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;28.0
0;14500;PEARLS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;28.0
0;14500;BANANAS;4893;29;;;;;4898;10;4900;29;;;4895.5;-77.390625
0;14600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;28.0
0;14600;BANANAS;4893;28;;;;;4894;11;4900;28;;;4893.5;-76.9296875
0;14700;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;-74.25
0;14700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;28.0
0;14800;BANANAS;4894;1;4893;30;;;4896;4;4900;31;;;4895.0;-81.4296875
0;14800;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;28.0
0;14900;PEARLS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;28.0
0;14900;BANANAS;4893;26;;;;;4898;1;4900;26;;;4895.5;-75.90625
0;15000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
0;15000;BANANAS;4893;27;;;;;4894;1;4900;27;;;4893.5;-79.2890625
0;15100;BANANAS;4894;21;;;;;4900;1;4901;20;;;4897.0;-90.1328125
0;15100;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;28.0
0;15200;BANANAS;4894;2;4893;21;;;4898;1;4900;23;;;4896.0;-83.8046875
0;15200;PEARLS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;28.0
0;15300;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;28.0
0;15300;BANANAS;4893;24;;;;;4898;7;4900;24;;;4895.5;-74.5
0;15400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;28.0
0;15400;BANANAS;4893;30;;;;;4899;30;;;;;4896.0;-65.1796875
0;15500;BANANAS;4892;25;;;;;4899;25;;;;;4895.5;-64.1328125
0;15500;PEARLS;9995;25;;;;;9998;11;10005;25;;;9996.5;28.0
0;15600;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;-54.046875
0;15600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;28.0
0;15700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;28.0
0;15700;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;-59.0625
0;15800;PEARLS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;28.0
0;15800;BANANAS;4893;6;4892;28;;;4899;28;;;;;4896.0;-56.8515625
0;15900;PEARLS;9996;1;9995;20;;;10002;8;10004;1;10005;20;9999.0;28.0
